building_age,BuildingType,floor_surface,has_third_use,Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,ratio_build,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),sum_energy_use,sum_types_use,ThirdLargestPropertyUseTypeGFA,total_ty_gfa,use_steam
35,NonResidential,19415.5,0,DOWNTOWN,1.0,4,Small- and Mid-Sized Office,0.7617367567149957,17570.0,5007401.0,2,2,0.0,79678.0,0
38,NonResidential,19500.0,1,DOWNTOWN,1.0,12,Large Office,0.9068803418803418,29865.0,18661606.0,2,3,25373.0,229024.0,0
27,NonResidential,14799.84,0,DOWNTOWN,1.0,25,Large Office,1.0,127192.0,24755086.0,1,2,0.0,511134.0,0
91,NonResidential,69345.0,0,DOWNTOWN,1.0,10,Retail Store,1.0,332343.0,40062888.0,3,2,0.0,693450.0,1
40,NonResidential,23981.696969696968,1,DOWNTOWN,1.0,33,Large Office,1.0,132465.0,40847752.0,2,3,33110.0,787609.0,0
16,NonResidential,32510.739130434784,1,DOWNTOWN,1.0,23,Large Office,0.7257414606812197,219045.0,30985420.0,2,3,9337.0,770843.0,0
90,NonResidential,6340.9,0,DOWNTOWN,1.0,10,Small- and Mid-Sized Office,0.8776672081250295,6187.0,3444270.0,2,2,0.0,51447.0,1
86,NonResidential,12046.470588235294,1,DOWNTOWN,1.0,17,Large Office,0.8535084720933639,17070.0,7739699.0,2,3,14666.0,173770.0,0
100,NonResidential,14679.8,0,DOWNTOWN,1.0,5,Small- and Mid-Sized Office,1.0,9976.0,3757006.0,1,2,0.0,61533.0,0
47,NonResidential,13292.55,0,DOWNTOWN,1.0,20,Large Office,0.8783754810025165,29214.0,14633233.0,2,2,0.0,255668.0,1
7,NonResidential,30321.72,0,DOWNTOWN,1.0,25,Large Office,0.6983442891762077,191082.0,27018020.0,2,2,0.0,773807.0,0
48,NonResidential,17166.666666666668,0,DOWNTOWN,1.0,12,Large Office,1.0,51250.0,8580279.0,2,2,0.0,212250.0,1
7,NonResidential,22913.527777777777,0,DOWNTOWN,1.0,36,Large Office,0.812129418938594,161119.0,39523852.0,1,2,0.0,904681.0,0
26,NonResidential,30052.5,1,DOWNTOWN,1.0,16,Large Office,0.7055153481407537,123356.0,17867002.0,2,3,18239.0,453331.0,0
116,NonResidential,12792.857142857143,1,DOWNTOWN,1.0,7,Small- and Mid-Sized Office,1.0,10058.0,3903259.75,2,3,7030.0,81800.0,1
116,NonResidential,14892.5,0,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,1.0,7000.0,4178233.5,2,2,0.0,89355.0,0
94,NonResidential,25928.933333333334,0,DOWNTOWN,1.0,15,Large Office,1.0,0.0,18576900.0,2,1,0.0,388934.0,1
87,NonResidential,17468.272727272728,1,DOWNTOWN,1.0,22,Large Office,1.0,3291.899902,10062436.0,1,3,1437.0,353697.899902,0
58,NonResidential,22266.176470588234,1,DOWNTOWN,1.0,17,Large Office,0.7765008916187834,83311.0,24906132.0,2,3,14679.0,334817.0,1
33,NonResidential,28150.106382978724,1,DOWNTOWN,1.0,47,Large Office,1.0,272682.0,44683660.0,2,3,37595.0,1321412.0,0
30,NonResidential,14388.317073170732,1,DOWNTOWN,1.0,41,Large Office,0.7805943507690013,107667.0,24603420.0,1,3,10290.0,588373.0,0
66,NonResidential,15181.833333333334,0,DOWNTOWN,1.0,6,Small- and Mid-Sized Office,0.9847185781251715,1392.0,1835804.875,2,2,0.0,91091.0,1
48,NonResidential,19742.625,0,DOWNTOWN,1.0,8,Large Office,0.6011611931037539,15401.0,3743228.5,1,2,0.0,100239.0,0
25,NonResidential,21907.0,1,DOWNTOWN,1.0,29,Large Office,0.6895481368732715,194435.0,18221224.0,2,3,6122.0,723224.0,1
58,NonResidential,28807.0,1,DOWNTOWN,1.0,6,Large Office,0.8500364494740862,39336.0,41399504.0,2,3,25000.0,164226.0,0
36,NonResidential,22845.941176470587,0,DOWNTOWN,1.0,34,Large Office,0.7906643218901027,154947.0,32552428.0,2,2,0.0,760997.0,0
44,NonResidential,13340.57142857143,1,DOWNTOWN,1.0,14,Large Office,0.8727030326394243,33671.0,9641043.0,2,3,240.0,216451.0,1
47,NonResidential,22927.244897959183,1,DOWNTOWN,1.0,49,Large Office,0.6715608824720611,232248.0,45163308.0,2,3,30329.0,1071557.0,0
14,NonResidential,28445.108108108107,1,DOWNTOWN,1.0,37,Large Office,0.8437768713377781,185581.0,41213584.0,1,3,103478.0,1054410.0,0
43,NonResidential,14706.761904761905,1,DOWNTOWN,1.0,42,Large Office,0.7223499394512405,189600.0,69519808.0,2,3,18026.0,789184.0,1
109,NonResidential,25185.0,1,DOWNTOWN,1.0,8,Large Office,1.0,29094.0,8921778.0,2,3,10624.0,201480.0,1
26,Nonresidential COS,21507.73015873016,1,DOWNTOWN,1.0,63,Large Office,0.8822128920794075,159599.0,61576184.0,1,3,18656.0,1369370.0,0
15,Nonresidential COS,22177.85714285714,1,DOWNTOWN,1.0,14,Large Office,1.0,28394.0,21169502.0,2,3,600.0,298278.0,0
13,Nonresidential COS,24941.25,1,DOWNTOWN,1.0,8,Large Office,0.8463388964065554,18590.0,13214416.0,2,3,17480.0,196488.0,0
10,NonResidential,28634.0,0,DOWNTOWN,1.0,13,Large Office,0.8584173736440273,52703.0,13843866.0,2,2,0.0,372242.0,0
107,NonResidential,16342.142857142857,0,DOWNTOWN,1.0,7,Large Office,0.9274793478735959,0.0,2746560.75,2,1,0.0,96582.0,0
38,NonResidential,44600.0,0,NORTHEAST,1.0,2,Retail Store,1.0,0.0,6461937.0,2,1,0.0,89200.0,0
45,NonResidential,20632.434782608696,0,NORTHEAST,1.0,23,Large Office,1.0,0.0,28450436.0,1,1,0.0,474546.0,0
47,NonResidential,7200.0,0,NORTHEAST,1.0,5,Other,1.0,0.0,30038490.0,1,1,0.0,36000.0,0
55,NonResidential,19801.0,0,NORTHEAST,0.0,5,Small- and Mid-Sized Office,1.0,0.0,4728488.5,2,1,0.0,79555.0,0
14,NonResidential,22508.5,0,NORTHEAST,1.0,6,Large Office,0.6723608118414525,42500.0,4426136.0,1,2,0.0,138443.0,0
14,NonResidential,44129.8,0,NORTHEAST,1.0,5,Large Office,0.625105937484421,90000.0,7046345.5,1,2,0.0,235754.0,0
52,NonResidential,18732.0,0,DOWNTOWN,1.0,5,Self-Storage Facility,1.0,0.0,873221.875,1,1,0.0,93660.0,0
36,NonResidential,22984.166666666668,0,DOWNTOWN,1.0,18,Large Office,0.843708833375633,69634.0,24224888.0,1,2,0.0,417904.0,0
16,NonResidential,34671.0,1,DOWNTOWN,1.0,11,Mixed Use Property,0.48707198313497524,164192.0,9765777.0,2,3,37782.0,384794.0,0
28,NonResidential,24875.65,0,DOWNTOWN,1.0,20,Large Office,0.7613248297029425,114510.0,26823218.0,2,2,0.0,482133.0,0
37,NonResidential,22661.5,0,DOWNTOWN,1.0,24,Large Office,0.7853904198751186,107300.0,25307744.0,1,2,0.0,531344.0,0
36,NonResidential,27336.75,1,DOWNTOWN,1.0,4,Mixed Use Property,0.6460808252626958,38700.0,8218155.5,2,3,28258.0,109347.0,0
34,NonResidential,66104.33333333333,0,DOWNTOWN,1.0,6,Large Office,0.6868183124656477,122624.0,20361158.0,1,2,0.0,396626.0,0
14,NonResidential,47911.833333333336,1,DOWNTOWN,1.0,6,Large Office,0.7092193647359212,72178.0,14913424.0,1,3,5322.0,269314.0,0
69,NonResidential,64210.0,0,DOWNTOWN,1.0,3,Large Office,0.7481596843689976,48199.0,5357833.0,2,2,0.0,194356.0,0
32,NonResidential,31637.875,1,DOWNTOWN,1.0,8,Large Office,0.755095751531985,70190.0,29949248.0,1,3,21782.0,250653.0,0
60,NonResidential,60880.0,0,NORTHWEST,1.0,1,Supermarket / Grocery Store,1.0,0.0,14293972.0,2,1,0.0,61666.0,0
116,NonResidential,10035.2,1,DOWNTOWN,1.0,5,Small- and Mid-Sized Office,1.0,8329.0,2933288.75,2,3,4253.0,62910.0,0
104,NonResidential,7246.333333333333,1,DOWNTOWN,1.0,42,Large Office,1.0,8429.0,23262244.0,3,3,7518.0,260975.0,1
39,NonResidential,128800.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,9600.0,1809101.5,2,2,0.0,128800.0,0
89,NonResidential,40243.125,1,DOWNTOWN,1.0,8,Large Office,1.0,39355.0,13656587.0,2,3,19787.0,226061.0,1
52,NonResidential,15287.727272727272,1,DOWNTOWN,1.0,22,Large Office,1.0,66430.0,18967014.0,3,3,7438.0,330167.0,1
56,NonResidential,14210.761904761905,1,DOWNTOWN,1.0,21,Large Office,1.0,197750.0,27076922.0,2,3,11888.0,496176.0,1
40,NonResidential,15138.666666666666,1,DOWNTOWN,1.0,42,Large Office,1.0,40000.0,48479988.0,1,3,19671.0,778144.0,0
93,NonResidential,45192.083333333336,0,DOWNTOWN,1.0,12,Hotel,1.0,0.0,56485204.0,3,2,0.0,542305.0,1
36,NonResidential,145970.0,0,SOUTHEAST,1.0,2,Retail Store,1.0,100000.0,11688601.0,2,2,0.0,291940.0,0
46,NonResidential,88400.0,1,GREATER DUWAMISH,0.0,1,Mixed Use Property,1.0,29620.0,4383100.5,2,3,27715.0,90785.0,0
56,NonResidential,52311.0,0,NORTHWEST,1.0,1,Warehouse,1.0,0.0,930611.875,2,1,0.0,51116.0,0
7,NonResidential,28226.2,0,LAKE UNION,1.0,5,Other,0.5060617440533972,71643.0,3085814.0,1,2,0.0,146474.0,0
15,NonResidential,35306.4,0,LAKE UNION,1.0,5,Large Office,0.6030917907234948,70067.0,5803409.0,1,2,0.0,173561.0,0
43,NonResidential,52500.0,0,BALLARD,1.0,1,Warehouse,1.0,5853.0,3989399.0,2,2,0.0,55248.0,0
57,NonResidential,28650.0,0,BALLARD,1.0,2,Warehouse,1.0,28299.0,4560492.0,2,2,0.0,57300.0,0
100,NonResidential,58385.0,1,DOWNTOWN,1.0,6,Large Office,1.0,26900.0,18102026.0,2,3,7666.0,339799.0,0
28,NonResidential,25454.545454545456,1,DOWNTOWN,1.0,55,Large Office,0.7964285714285714,264481.0,53079164.0,3,3,133598.0,1392195.0,1
86,NonResidential,14549.904761904761,0,DOWNTOWN,1.0,21,Hotel,1.0,0.0,33729336.0,3,1,0.0,310000.0,1
27,NonResidential,33404.47826086957,1,DOWNTOWN,1.0,46,Large Office,0.6664024479925238,377046.0,56606136.0,2,3,53116.0,1432565.0,0
58,NonResidential,13591.8,0,DOWNTOWN,1.0,10,Large Office,1.0,0.0,6423556.5,2,1,0.0,144570.0,1
102,NonResidential,19989.25,0,DOWNTOWN,1.0,4,Retail Store,1.0,29723.0,5252131.0,1,2,0.0,65417.0,0
95,NonResidential,31817.0,1,DOWNTOWN,1.0,4,Large Office,1.0,53971.0,7711757.5,3,3,5000.0,121483.0,1
33,NonResidential,17241.379310344826,1,DOWNTOWN,1.0,29,Large Office,1.0,80005.0,18848780.0,1,3,14528.0,505834.0,0
90,NonResidential,13232.6,1,DOWNTOWN,0.0,10,Large Office,1.0,12610.0,6029020.0,3,3,9835.0,114451.0,1
32,NonResidential,18305.0,1,DOWNTOWN,1.0,6,Large Office,0.8798142583993445,13200.0,7335905.5,1,3,5000.0,101685.0,0
43,NonResidential,17477.21052631579,0,DOWNTOWN,0.0,19,Hotel,0.8214818093938874,0.0,37785552.0,3,1,0.0,332067.0,1
106,NonResidential,13051.3,1,DOWNTOWN,1.0,10,Large Office,1.0,32264.0,11651200.0,3,3,10858.0,130513.0,1
96,NonResidential,7582.5,0,DOWNTOWN,1.0,8,Small- and Mid-Sized Office,1.0,4800.0,2586116.0,1,2,0.0,46758.0,0
87,NonResidential,9810.714285714286,0,DOWNTOWN,1.0,14,Large Office,1.0,0.0,6366084.5,2,1,0.0,124508.0,1
87,NonResidential,10069.266666666666,0,DOWNTOWN,1.0,15,Large Office,1.0,0.0,5446624.0,2,1,0.0,125473.0,1
31,NonResidential,25166.666666666668,1,DOWNTOWN,1.0,30,Large Office,0.8216397350993377,126891.0,52226204.0,3,3,13422.0,783396.0,1
110,NonResidential,15885.0,0,DOWNTOWN,1.0,4,Small- and Mid-Sized Office,1.0,0.0,3518459.5,2,1,0.0,56747.0,0
89,NonResidential,13089.3,1,DOWNTOWN,1.0,10,Large Office,1.0,27177.0,6962073.0,1,3,6644.0,121746.0,0
106,NonResidential,15984.0,1,DOWNTOWN,1.0,5,Mixed Use Property,1.0,26640.0,3009463.75,1,3,13320.0,79920.0,0
108,Campus,34350.0,1,DOWNTOWN,1.0,4,Mixed Use Property,1.0,19182.0,14940504.0,2,3,14380.0,77640.0,0
20,NonResidential,24642.0,1,DOWNTOWN,1.0,6,Other,0.4154357059762465,40629.0,9671619.0,2,3,13039.0,118489.0,0
20,NonResidential,66833.75,1,DOWNTOWN,0.0,4,Other,0.3754652402416444,69947.0,7273155.5,2,3,27400.0,264307.0,0
27,NonResidential,28671.035714285714,1,DOWNTOWN,1.0,56,Large Office,0.7571840172199669,389860.0,49517704.0,3,3,30744.0,1735079.0,1
36,NonResidential,22072.0,1,DOWNTOWN,1.0,36,Large Office,1.0,36606.0,26689658.0,2,3,9975.0,794592.0,0
45,NonResidential,21728.761904761905,0,DOWNTOWN,1.0,21,Large Office,0.7957414355342053,106466.0,19397324.0,1,2,0.0,449418.0,0
30,NonResidential,9654.75,1,DOWNTOWN,1.0,12,Large Office,0.8693216637751711,11844.0,4757299.5,1,3,528.0,117160.0,0
17,NonResidential,21875.0,0,DOWNTOWN,1.0,4,Small- and Mid-Sized Office,0.8,1672.0,4549892.0,1,2,0.0,71762.0,0
18,NonResidential,34036.818181818184,0,DOWNTOWN,1.0,11,Large Office,0.5064809497736409,41829.0,13329024.0,1,2,0.0,192798.0,0
31,NonResidential,16125.0,0,DOWNTOWN,1.0,12,Other,0.8036175710594315,0.0,14436982.0,1,1,0.0,146689.0,0
93,NonResidential,9349.636363636364,0,DOWNTOWN,1.0,11,Large Office,1.0,7500.0,5327249.5,2,2,0.0,101379.0,1
91,NonResidential,13200.0,0,DOWNTOWN,1.0,4,Small- and Mid-Sized Office,1.0,12960.0,2429021.0,2,2,0.0,51840.0,0
103,Campus,25849.7,1,DOWNTOWN,3.0,10,Mixed Use Property,1.0,145594.0,20779796.0,2,3,103200.0,403794.0,1
87,NonResidential,107712.75,0,DOWNTOWN,1.0,8,Retail Store,1.0,380639.0,17666646.0,3,2,0.0,889981.0,1
17,NonResidential,41390.0,0,EAST,1.0,5,Other,0.529354916646533,0.0,19295226.0,2,1,0.0,206950.0,1
26,NonResidential,233333.33333333334,0,DOWNTOWN,1.0,6,Other,1.0,686750.0,0.0,0,2,0.0,1758750.0,0
28,NonResidential,5190.0,0,EAST,1.0,9,Other,1.0,0.0,4169431.5,2,1,0.0,46710.0,1
71,NonResidential,88666.66666666667,0,EAST,1.0,3,Medical Office,0.6090225563909775,104000.0,13911761.0,3,2,0.0,266000.0,1
24,NonResidential,49297.0,0,EAST,1.0,14,Medical Office,0.4091280547352925,270383.0,21156670.0,1,2,0.0,540767.0,0
15,NonResidential,63073.833333333336,1,LAKE UNION,1.0,6,Mixed Use Property,0.5305501753236287,108781.0,55073120.0,2,3,54184.0,327297.0,0
15,NonResidential,35639.0,1,LAKE UNION,1.0,6,Mixed Use Property,0.5093296669379052,54385.0,75073888.0,2,3,37721.0,197028.0,0
37,NonResidential,21803.4,0,LAKE UNION,1.0,5,Hotel,0.7302347340323069,0.0,9474745.0,2,1,0.0,109017.0,0
35,NonResidential,55146.8,0,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,0.8605467588327881,47404.0,16373232.0,1,2,0.0,275908.0,0
15,NonResidential,123061.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,1987934.625,1,1,0.0,123061.0,0
53,NonResidential,59090.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,18818.0,2756214.75,2,2,0.0,59090.0,0
53,NonResidential,106000.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,763364.5,1,1,0.0,106001.0,0
54,NonResidential,52866.666666666664,1,LAKE UNION,1.0,3,Large Office,0.7578814627994955,32821.0,18309150.0,2,3,20000.0,178600.0,0
56,NonResidential,119661.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,775729.1875,2,1,0.0,118733.0,0
15,NonResidential,19885.714285714286,0,LAKE UNION,1.0,7,Large Office,0.6786781609195403,0.0,4342597.0,1,1,0.0,82098.0,0
32,NonResidential,15953.5,0,MAGNOLIA / QUEEN ANNE,1.0,6,Small- and Mid-Sized Office,0.6456263515842918,31746.0,3063504.5,1,2,0.0,127467.0,0
20,NonResidential,42656.6,0,MAGNOLIA / QUEEN ANNE,2.0,5,Large Office,0.45974128270888914,0.0,5661689.5,1,2,0.0,105563.0,0
15,NonResidential,34565.666666666664,0,LAKE UNION,1.0,3,Large Office,0.5404302921010251,0.0,11319836.0,2,1,0.0,63199.0,0
42,NonResidential,14976.0,0,NORTH,1.0,5,Small- and Mid-Sized Office,1.0,0.0,5134607.5,1,2,0.0,71751.0,0
37,NonResidential,14795.666666666666,0,NORTH,1.0,6,Small- and Mid-Sized Office,1.0,0.0,6029121.5,1,2,0.0,85339.0,0
33,NonResidential,24450.0,1,NORTH,1.0,5,Large Office,1.0,30177.0,5535626.0,1,3,5931.0,127389.0,0
37,NonResidential,13432.5,0,NORTH,1.0,4,Small- and Mid-Sized Office,1.0,0.0,4742869.0,1,2,0.0,53730.0,0
56,NonResidential,18531.0,0,DELRIDGE,1.0,3,Small- and Mid-Sized Office,1.0,0.0,4224872.5,2,1,0.0,55593.0,0
34,NonResidential,33514.0,0,LAKE UNION,1.0,4,Large Office,0.54526466551292,59137.0,4695139.0,1,2,0.0,131203.0,0
11,NonResidential,158415.0,0,GREATER DUWAMISH,1.0,1,Retail Store,1.0,0.0,22394416.0,2,1,0.0,158415.0,0
87,NonResidential,35977.375,1,LAKE UNION,1.0,8,Large Office,1.0,88350.0,48406556.0,2,3,15630.0,259965.0,0
41,NonResidential,19842.25,0,EAST,1.0,8,Other,1.0,0.0,61762380.0,3,1,0.0,158738.0,1
31,NonResidential,21748.75,0,MAGNOLIA / QUEEN ANNE,1.0,4,Small- and Mid-Sized Office,0.6689464911776539,28800.0,2991674.75,1,2,0.0,86995.0,0
17,NonResidential,164437.0,1,BALLARD,1.0,1,Retail Store,1.0,74102.0,18390344.0,2,3,0.0,176755.0,0
7,NonResidential,36896.4,1,LAKE UNION,1.0,5,Large Office,0.6409731030669659,66234.0,5671256.0,2,3,1595.0,185845.0,0
88,NonResidential,18400.0,0,LAKE UNION,1.0,3,Laboratory,1.0,320.0,11594121.0,2,2,0.0,55200.0,0
13,NonResidential,60289.75,0,LAKE UNION,1.0,4,Laboratory,0.5364344685456484,0.0,33713876.0,2,1,0.0,176171.0,0
12,NonResidential,23213.666666666668,1,LAKE UNION,1.0,6,Large Office,0.6224781378785486,52582.0,3238216.0,1,3,3027.0,134993.0,0
7,NonResidential,54214.2,1,LAKE UNION,1.0,5,Large Office,0.6358887523932845,96918.0,7851334.5,2,3,16862.0,281912.0,0
102,NonResidential,25560.0,0,LAKE UNION,1.0,5,Warehouse,1.0,0.0,2767491.0,2,1,0.0,127800.0,0
14,NonResidential,112103.2,0,LAKE UNION,1.0,5,Large Office,0.6314164091658401,189133.0,30083496.0,2,2,0.0,561636.0,0
15,NonResidential,37765.333333333336,0,LAKE UNION,1.0,6,Large Office,0.5807442451631125,83178.0,11963428.0,2,2,0.0,214770.0,0
19,Campus,107189.4,0,LAKE UNION,1.0,5,Other,1.0,103983.0,131373880.0,2,2,0.0,639930.0,0
13,NonResidential,31940.0,1,LAKE UNION,1.0,5,Mixed Use Property,0.6828177833437695,49314.0,31371618.0,2,3,37406.0,159127.0,0
10,NonResidential,52454.0,1,LAKE UNION,1.0,4,Large Office,0.6488685324284135,79091.0,6917478.5,2,3,15803.0,208697.0,0
10,NonResidential,50517.166666666664,1,LAKE UNION,1.0,6,Large Office,0.6374004876230193,99368.0,7519466.5,2,3,6015.0,284011.0,0
62,NonResidential,22460.0,1,LAKE UNION,1.0,3,Mixed Use Property,1.0,17372.0,2755829.0,2,3,13639.0,60743.0,0
53,NonResidential,25558.75,0,LAKE UNION,1.0,4,Laboratory,1.0,0.0,24395228.0,2,1,0.0,103135.0,0
8,NonResidential,87299.4,1,LAKE UNION,1.0,5,Mixed Use Property,0.6479151059457453,173235.0,45252356.0,2,3,88901.0,437500.0,0
42,NonResidential,17612.4,0,MAGNOLIA / QUEEN ANNE,1.0,5,Small- and Mid-Sized Office,0.7635075287865367,21396.0,3415561.25,1,2,0.0,86148.0,0
44,NonResidential,17435.6,0,MAGNOLIA / QUEEN ANNE,1.0,5,Small- and Mid-Sized Office,0.7658124756245842,15167.0,3632613.75,1,2,0.0,81815.0,0
46,NonResidential,17435.6,0,MAGNOLIA / QUEEN ANNE,1.0,5,Small- and Mid-Sized Office,0.7658124756245842,28285.0,3493093.75,1,2,0.0,95032.0,0
45,NonResidential,17600.0,0,MAGNOLIA / QUEEN ANNE,1.0,5,Small- and Mid-Sized Office,0.7545454545454545,17487.0,3484915.5,1,2,0.0,87178.0,0
28,NonResidential,49187.25,0,NORTHEAST,1.0,4,Medical Office,0.5506711597009387,88405.0,19165116.0,2,2,0.0,196749.0,0
22,NonResidential,47819.0,0,NORTHEAST,1.0,4,Medical Office,0.5018664129320981,0.0,8422861.0,2,1,0.0,95995.0,0
70,NonResidential,55722.5,0,BALLARD,2.0,2,Self-Storage Facility,1.0,0.0,5697472.5,2,1,0.0,0.0,0
19,NonResidential,24618.75,0,SOUTHWEST,1.0,4,Warehouse,1.0,0.0,1090496.625,2,1,0.0,98475.0,0
16,NonResidential,50218.57142857143,0,LAKE UNION,1.0,7,Hospital,0.5719995448468125,0.0,42709624.0,2,1,0.0,215602.0,0
21,NonResidential,154482.5,1,NORTH,1.0,2,Supermarket / Grocery Store,0.39191170520932794,0.0,14512786.0,2,3,0.0,121087.0,0
8,NonResidential,63225.0,0,GREATER DUWAMISH,1.0,1,Supermarket / Grocery Store,1.0,0.0,6522551.5,1,1,0.0,63225.0,0
61,Nonresidential COS,113780.0,0,DELRIDGE,0.0,1,Other,1.0,22248.0,3574542.25,2,2,0.0,113780.0,0
17,NonResidential,243044.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,1396082.25,2,1,0.0,325424.0,0
15,NonResidential,93417.33333333333,1,LAKE UNION,1.0,3,Other,0.44224483678974635,116440.0,11521702.0,1,3,7500.0,280252.0,0
64,NonResidential,22154.0,0,MAGNOLIA / QUEEN ANNE,1.0,3,Other,0.8044295988685264,15000.0,6876439.5,1,2,0.0,87000.0,0
19,NonResidential,131387.0,0,NORTHWEST,1.0,1,Retail Store,1.0,0.0,8773058.0,2,1,0.0,107931.0,0
17,NonResidential,31466.666666666668,0,NORTHWEST,1.0,3,Warehouse,1.0,0.0,784364.5,2,1,0.0,67155.0,0
52,NonResidential,111900.0,0,NORTHWEST,6.0,1,Other,1.0,0.0,9814820.0,2,2,0.0,124231.0,0
32,NonResidential,144776.0,0,NORTHWEST,0.0,1,Supermarket / Grocery Store,1.0,0.0,13424079.0,2,1,0.0,144776.0,0
49,NonResidential,114000.0,0,NORTHWEST,1.0,1,Retail Store,1.0,56312.0,17225444.0,2,2,0.0,114117.0,0
19,NonResidential,50083.0,0,NORTHWEST,1.0,1,Supermarket / Grocery Store,1.0,0.0,8663691.0,2,2,0.0,50065.0,0
28,NonResidential,41357.0,0,LAKE UNION,1.0,3,Large Office,0.7691241305381596,0.0,4991360.5,2,1,0.0,96504.0,0
16,NonResidential,22500.0,0,LAKE UNION,1.0,4,Small- and Mid-Sized Office,0.5941333333333333,0.0,3897738.0,1,1,0.0,90000.0,0
15,NonResidential,32013.666666666668,0,LAKE UNION,1.0,3,Small- and Mid-Sized Office,0.6490144833977156,33709.0,5413418.0,1,2,0.0,95941.0,0
17,NonResidential,93652.33333333333,1,LAKE UNION,1.0,3,Large Office,0.5912933295842424,93893.0,11325513.0,2,3,7500.0,253972.0,0
17,NonResidential,60833.5,0,LAKE UNION,1.0,4,Large Office,0.5765819819671727,24549.0,8651835.0,2,2,0.0,163544.0,0
25,NonResidential,25776.666666666668,1,DOWNTOWN,1.0,6,Mixed Use Property,1.0,63101.0,52960796.0,3,3,26380.0,209296.0,1
34,NonResidential,78059.0,0,GREATER DUWAMISH,1.0,5,Large Office,0.6890172817996644,108408.0,7683885.0,1,2,0.0,351426.0,0
49,NonResidential,45000.0,0,GREATER DUWAMISH,1.0,2,Warehouse,1.0,20000.0,1429146.375,2,2,0.0,90000.0,0
50,NonResidential,50200.0,0,GREATER DUWAMISH,1.0,1,Retail Store,1.0,0.0,1047461.0,2,1,0.0,50200.0,0
91,NonResidential,15672.166666666666,1,BALLARD,1.0,6,Small- and Mid-Sized Office,0.9340657003392426,24744.0,4758198.0,2,3,4500.0,83237.0,0
75,NonResidential,31620.0,0,BALLARD,1.0,2,Warehouse,1.0,0.0,227566.7031,2,1,0.0,63240.0,0
8,NonResidential,64573.8,0,BALLARD,1.0,5,Other,0.43489774490582866,130744.0,17085344.0,2,2,0.0,313198.0,0
28,NonResidential,32573.25,0,MAGNOLIA / QUEEN ANNE,1.0,4,Self-Storage Facility,0.8204047799958555,8800.0,465533.3125,1,2,0.0,139093.0,0
19,NonResidential,26510.25,0,MAGNOLIA / QUEEN ANNE,1.0,4,Warehouse,1.0,0.0,1123943.0,2,1,0.0,106041.0,0
60,NonResidential,31490.0,0,MAGNOLIA / QUEEN ANNE,1.0,3,Self-Storage Facility,1.0,0.0,1000796.875,2,1,0.0,94470.0,0
14,NonResidential,18169.4,1,DOWNTOWN,1.0,10,Large Office,0.7898334562506192,26946.0,7637986.0,1,3,2155.0,179941.0,0
29,NonResidential,34746.0,0,NORTHEAST,1.0,2,Retail Store,1.0,0.0,318962.8125,1,2,0.0,69800.0,0
50,NonResidential,22780.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,402051.3125,1,1,0.0,22780.0,0
49,NonResidential,124472.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,5464762.0,2,2,0.0,124423.0,0
46,NonResidential,10343.454545454546,0,DOWNTOWN,1.0,22,Large Office,0.5668934240362812,77887.79688,8493420.0,1,2,0.0,305443.79688,0
49,NonResidential,50065.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,1529510.25,2,2,0.0,49918.0,0
47,NonResidential,57540.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,2582687.0,2,1,0.0,57540.0,0
50,NonResidential,85400.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,1536998.25,1,1,0.0,85400.0,0
50,NonResidential,55700.0,0,GREATER DUWAMISH,1.0,1,Warehouse,1.0,0.0,519806.0938,1,1,0.0,55700.0,0
52,NonResidential,53250.0,0,GREATER DUWAMISH,1.0,1,Small- and Mid-Sized Office,1.0,0.0,1794187.25,2,2,0.0,52759.0,0
29,NonResidential,13112.0,0,MAGNOLIA / QUEEN ANNE,1.0,6,Small- and Mid-Sized Office,0.6386643278421802,0.0,2179719.75,2,1,0.0,78672.0,0
30,NonResidential,21553.333333333332,0,NORTHWEST,1.0,3,Warehouse,1.0,0.0,325513.0,2,1,0.0,64660.0,0
89,NonResidential,37922.0,1,EAST,1.0,2,Mixed Use Property,0.7372501450345446,28441.0,3684188.5,2,3,18961.0,75844.0,0
48,NonResidential,161678.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,9357230.0,2,1,0.0,162425.0,0
67,NonResidential,101101.0,0,GREATER DUWAMISH,1.0,1,Distribution Center,1.0,0.0,21795830.0,2,1,0.0,101101.0,0
